Average Domestic Airline Itinerary Fares By Origin City for 2008 Ranked by Total Number of Domestic Passengers in 2016,,,,,,,
2016 Passenger Rank,Airport Code,Airport Name,City Name,State Name,Average Fare ($),Inflation Adjusted Average Fare ($) (Base Year: 2016),2016 Passengers (10% sample)
67,ORF,Norfolk International,Norfolk,VA,367.899244580688,410.113469702479,87572
68,SDF,Louisville International-Standiford Field,Louisville,KY,339.035267036935,377.937524374365,84451
69,GEG,Spokane International,Spokane,WA,309.258652742713,344.744222718868,83819
70,ALB,Albany International,Albany,NY,360.682833350311,402.069018695619,81817
71,RNO,Reno/Tahoe International,Reno,NV,289.279667582224,322.472769200009,80897
72,CHS,Charleston AFB/International,Charleston,SC,403.31437922758,449.592278001124,80742
73,TUS,Tucson International,Tucson,AZ,336.10818019553,374.674571926562,80325
74,GRR,Gerald R. Ford International,Grand Rapids,MI,464.083994442203,517.334840986158,80027
75,LGB,Long Beach Airport,Long Beach,CA,259.434143986176,289.202651314844,76483
76,ELP,El Paso International,El Paso,TX,319.446454525045,356.101013468344,75930
77,TUL,Tulsa International,Tulsa,OK,346.397707644475,386.144760750938,73392
78,DSM,Des Moines International,Des Moines,IA,430.869810386759,480.309529118938,73146
79,BHM,Birmingham-Shuttlesworth International,Birmingham,AL,343.763343500959,383.208119169657,71115
80,ROC,Greater Rochester International,Rochester,NY,327.261580741485,364.812878404191,71096
81,PIE,St Pete Clearwater International,St. Petersburg,FL,159.273276836158,177.548927203177,69062
82,OGG,Kahului Airport,Kahului,HI,234.588865316178,261.506526380717,67841
83,MHT,Manchester-Boston Regional,Manchester,NH,317.262957871755,353.666973709484,61121
84,DAY,James M Cox/Dayton International,Dayton,OH,343.928393874727,383.392108080913,58412
85,SYR,Syracuse Hancock International,Syracuse,NY,385.199054587839,429.398328836432,57879
86,AZA,Phoenix - Mesa Gateway,Phoenix,AZ,183.254770992366,204.282153546878,55304
87,GSP,Greenville-Spartanburg International,Greer,SC,473.645055580544,527.992976373067,51941
88,LIT,Bill and Hillary Clinton Nat Adams Field,Little Rock,AR,346.231129122599,385.959068345773,51596
89,MSN,Dane County Regional-Truax Field,Madison,WI,456.421368547419,508.792974866472,51374
90,HPN,Westchester County,White Plains,NY,299.277725752508,333.618044399407,48044
91,PWM,Portland International Jetport,Portland,ME,369.890825807572,412.333572894272,47337
92,TYS,McGhee Tyson,Knoxville,TN,465.746384433342,519.18798022824,46608
93,GSO,Piedmont Triad International,Greensboro/High Point,NC,384.018342586881,428.082137236245,44266
94,ICT,Wichita Dwight D Eisenhower National,Wichita,KS,376.817062808031,420.054553923949,44248
95,SAV,Savannah/Hilton Head International,Savannah,GA,396.047870267678,441.491980851653,43637
96,CAK,Akron-Canton Regional,Akron,OH,288.054879638481,321.107444207752,42607
97,ISP,Long Island MacArthur,Islip,NY,264.401160697571,294.739603313487,38122
98,PNS,Pensacola International,Pensacola,FL,398.877281769249,444.646050301966,37574
99,KOA,Kona International Airport at Keahole,Kona,HI,230.90839058323,257.403739313018,37509
100,FAT,Fresno Yosemite International,Fresno,CA,435.048484047823,484.967680444708,37389
101,LIH,Lihue Airport,Lihue,HI,199.374094018338,222.251071920089,35692
102,LEX,Blue Grass,Lexington,KY,457.728108999393,510.249655924271,35528
103,COS,City of Colorado Springs Municipal,Colorado Springs,CO,402.78329848462,449.000258937764,35024
104,MYR,Myrtle Beach International,Myrtle Beach,SC,301.809685926636,336.440531771849,33827
105,MDT,Harrisburg International,Harrisburg,PA,439.887055948329,490.361449363105,33573
106,XNA,Northwest Arkansas Regional,Fayetteville,AR,503.544115707566,561.322773784072,33454
107,CID,The Eastern Iowa,Cedar Rapids/Iowa City,IA,443.397860032515,494.275097095795,32905
108,BTV,Burlington International,Burlington,VT,359.887170086135,401.1820578584,32753
109,FSD,Joe Foss Field,Sioux Falls,SD,467.109817412014,520.707858939128,31003
110,CAE,Columbia Metropolitan,Columbia,SC,513.455514011177,572.371445418421,30607
111,ACY,Atlantic City International,Atlantic City,NJ,193.638753929694,215.857636058707,30531
112,PSP,Palm Springs International,Palm Springs,CA,415.437886067262,463.106884318542,30372
113,BLI,Bellingham International,Bellingham,WA,277.814701670644,309.692267420567,29414
114,HSV,Huntsville International-Carl T Jones Field,Huntsville,AL,525.486845890739,585.783300253549,28142
115,EUG,Mahlon Sweet Field,Eugene,OR,414.170881465293,461.694498560495,27794
116,FNT,Bishop International,Flint,MI,315.1282753992,351.287349264942,26572
117,SGF,Springfield-Branson National,Springfield,MO,475.177493345415,529.701252152679,26295
118,JAN,Jackson Medgar Wiley Evers International,Jackson/Vicksburg,MS,374.404661611907,417.365344202998,26041
119,ITO,Hilo International,Hilo,HI,172.478958769843,192.269881696528,25914
120,CHA,Lovell Field,Chattanooga,TN,406.257999216403,452.873660675551,24855
121,SRQ,Sarasota/Bradenton International,Sarasota/Bradenton,FL,299.014974338985,333.325143841832,24663
122,MAF,Midland International Air and Space Port,Midland/Odessa,TX,303.822700074794,338.684527183697,24348
123,LBB,Lubbock Preston Smith International,Lubbock,TX,289.679384291541,322.918350997119,24046
124,FAR,Hector International,Fargo,ND,489.278603444209,545.420379806403,23881
125,ABE,Lehigh Valley International,Allentown/Bethlehem/Easton,PA,374.892690642691,417.909371629198,23285
126,ILM,Wilmington International,Wilmington,NC,393.730433578058,438.908632243044,23142
127,FWA,Fort Wayne International,Fort Wayne,IN,437.221640257243,487.390193255971,23107
128,BZN,Bozeman Yellowstone International,Bozeman,MT,514.705559838945,573.764926484948,22809
129,MLI,Quad City International,Moline,IL,357.907805777505,398.975573402736,22808
130,FAI,Fairbanks International,Fairbanks,AK,531.343651476068,592.312139046652,22805
131,BIL,Billings Logan International,Billings,MT,413.770092477834,461.247721447775,22581
132,AVL,Asheville Regional,Asheville,NC,489.096522476675,545.217406143201,22401
133,MFR,Rogue Valley International - Medford,Medford,OR,413.633072017008,461.094978713352,22228
134,PSC,Tri Cities,Pasco/Kennewick/Richland,WA,482.444411590775,537.802005550651,22059
135,TTN,Trenton Mercer,Trenton,NJ,183.8125,204.903878602973,21531
136,SBN,South Bend International,South Bend,IN,376.62527199254,419.840756266147,21456
137,MFE,McAllen Miller International,Mission/McAllen/Edinburg,TX,395.882958302229,441.30814623024,21252
138,PIA,General Downing - Peoria International,Peoria,IL,363.862805587893,405.613873617512,21051
139,MSO,Missoula International,Missoula,MT,465.047075087311,518.408429341629,19899
140,BTR,Baton Rouge Metropolitan/Ryan Field,Baton Rouge,LA,436.982381097871,487.123480547387,19237
141,VPS,Eglin AFB Destin Fort Walton Beach,Valparaiso,FL,548.408612729887,611.335201945623,18926
142,STT,Cyril E King,Charlotte Amalie,VI,417.174314442413,465.042557403805,18247
143,AMA,Rick Husband Amarillo International,Amarillo,TX,292.667549562565,326.249390256906,17907
144,CHO,Charlottesville Albemarle,Charlottesville,VA,535.271216200398,596.69036819581,17322
145,CRP,Corpus Christi International,Corpus Christi,TX,373.443130883012,416.293483607301,17211
146,TLH,Tallahassee International,Tallahassee,FL,465.342917746877,518.738218166662,16943
147,BIS,Bismarck Municipal,Bismarck/Mandan,ND,496.788079470199,553.791523031164,16942
148,DAB,Daytona Beach International,Daytona Beach,FL,370.449144008056,412.955954749553,16821
149,RDM,Roberts Field,Bend/Redmond,OR,353.986164736165,394.603947643557,16770
150,ATW,Appleton International,Appleton,WI,459.421284540702,512.137113173207,16595
151,SBA,Santa Barbara Municipal,Santa Barbara,CA,457.289584618548,509.760813508783,16389
152,ROA,Roanoke Blacksburg Regional Woodrum Field,Roanoke,VA,488.613121046272,544.678537306686,15888
153,AGS,Augusta Regional at Bush Field,Augusta,GA,507.476165586452,565.706002732289,15867
154,AVP,Wilkes Barre Scranton International,Scranton/Wilkes-Barre,PA,430.766539687476,480.194408728163,15025
155,SHV,Shreveport Regional,Shreveport,LA,511.94498786497,570.687595483901,14366
156,GRB,Green Bay Austin Straubel International,Green Bay,WI,433.742133901112,483.511434477351,14217
157,BQN,Rafael Hernandez,Aguadilla,PR,224.873631135271,250.676527522075,14112
158,BGR,Bangor International,Bangor,ME,484.917475132015,540.55883825589,14011
159,HRL,Valley International,Harlingen/San Benito,TX,265.684685143672,296.170404468403,13876
160,MOB,Mobile Regional,Mobile,AL,534.782884869872,596.146003782791,13570
161,FAY,Fayetteville Regional/Grannis Field,Fayetteville,NC,490.908766233766,547.237593969393,13142
162,JNU,Juneau International,Juneau,AK,469.457066830417,523.324441107801,12790
163,RAP,Rapid City Regional,Rapid City,SD,427.437355081155,476.483220215845,12481
164,BMI,Central Illinois Regional,Bloomington/Normal,IL,323.293108298172,360.389047621389,12413
165,PHF,Newport News/Williamsburg International,Newport News/Williamsburg,VA,296.011238908971,329.976747840977,11948
166,GNV,Gainesville Regional,Gainesville,FL,478.534960993932,533.443969016141,11901
167,GPT,Gulfport-Biloxi International,Gulfport/Biloxi,MS,373.173963580008,415.993430975523,11663
168,TRI,Tri-Cities Regional TN/VA,Bristol/Johnson City/Kingsport,TN,501.887301133657,559.475849704807,11492
169,CRW,Yeager,Charleston/Dunbar,WV,514.649617021277,573.702564565492,11365
170,EVV,Evansville Regional,Evansville,IN,496.321997514405,553.271960974781,11023
171,MLB,Melbourne International,Melbourne,FL,431.165537270087,480.639188883105,11020
172,LFT,Lafayette Regional Paul Fournet Field,Lafayette,LA,479.474474813644,534.491286394773,10953
173,FCA,Glacier Park International,Kalispell,MT,535.586309992132,597.041617104617,10876
174,GJT,Grand Junction Regional,Grand Junction,CO,435.332666424154,485.284471039149,10537
175,TVC,Cherry Capital,Traverse City,MI,548.645870798174,611.599683949958,10360
176,PBG,Plattsburgh International,Plattsburgh,NY,245.892784206944,274.107501962525,10291
177,LBE,Arnold Palmer Regional,Latrobe,PA,402.694288913774,448.901036054124,9776
178,GTF,Great Falls International,Great Falls,MT,490.98710197501,547.324918265696,9723
179,MRY,Monterey Regional,Monterey,CA,481.890987236259,537.185079080724,9538
180,SBP,San Luis County Regional,San Luis Obispo,CA,494.03698156682,550.72475319332,9385
181,SWF,Stewart International,Newburgh/Poughkeepsie,NY,277.55768946122,309.405764606235,9284
182,OAJ,Albert J Ellis,Jacksonville/Camp Lejeune,NC,483.63859992657,539.133219814027,9263
183,RFD,Chicago/Rockford International,Rockford,IL,234.679983912053,261.60810028732,9175
184,MOT,Minot International,Minot,ND,644.857795698925,718.851348445147,9127
185,ELM,Elmira/Corning Regional,Elmira/Corning,NY,390.017139889197,434.769260441672,8924
186,LAN,Capital Region International,Lansing,MI,397.74618914932,443.385171608283,8812
187,MGM,Montgomery Regional,Montgomery,AL,511.63849459565,570.345933955717,8783
188,STS,Charles M. Schulz - Sonoma County,Santa Rosa,CA,256.029357490354,285.407186051007,8782
189,GFK,Grand Forks International,Grand Forks,ND,570.570911722142,636.04049142415,8760
190,AZO,Kalamazoo/Battle Creek International,Kalamazoo,MI,517.322182680902,576.681791057043,8707
191,DRO,Durango La Plata County,Durango,CO,475.838016249154,530.437566086073,8446
192,GRK,Robert Gray AAF,Killeen,TX,492.591360891779,549.113256242326,8311
193,LNK,Lincoln Airport,Lincoln,NE,425.319210909572,474.122031742822,8229
194,EYW,Key West International,Key West,FL,500.443106562312,557.865942494329,7737
195,IDA,Idaho Falls Regional,Idaho Falls,ID,468.743291064583,522.528763866742,7606
196,JAC,Jackson Hole,Jackson,WY,555.594827586207,619.345991726156,7290
197,SCE,University Park,State College,PA,512.305555555556,571.089536147892,6990
198,LCK,Rickenbacker International,Columbus,OH,233.888888888889,260.726231869287,6930
199,MBS,MBS International,Saginaw/Bay City/Midland,MI,481.385215500703,536.621273081114,6677
200,HTS,Tri-State/Milton J. Ferguson Field,Ashland,WV,310.272525439408,345.874431208293,6517
201,PSE,Mercedita,Ponce,PR,202.024642531183,225.205754929718,6468
202,BLV,Scott AFB/MidAmerica,Belleville,IL,213.653091265947,238.16849820283,6464
203,DLH,Duluth International,Duluth,MN,503.773329833311,561.578288851849,6439
204,EWN,Coastal Carolina Regional,New Bern/Morehead/Beaufort,NC,432.969244418158,482.649860575746,6315
205,TOL,Toledo Express,Toledo,OH,341.624679760888,380.824056631103,6306
206,CWA,Central Wisconsin,Mosinee,WI,467.492546583851,521.134503981026,6185
207,STX,Henry E. Rohlsen,Christiansted,VI,508.47472133758,566.819136748786,6124
208,BFL,Meadows Field,Bakersfield,CA,477.670879676441,532.480739565574,6053
209,LRD,Laredo International,Laredo,TX,384.658209496194,428.795425024116,6044
210,SPI,Abraham Lincoln Capital,Springfield,IL,419.712444896575,467.871923058796,6013
211,ASE,Aspen Pitkin County Sardy Field,Aspen,CO,551.999459556837,615.33807684429,5999
212,AEX,Alexandria International,Alexandria,LA,492.650033377837,549.1786610432,5854
213,HLN,Helena Regional,Helena,MT,594.841691248771,663.096196894257,5550
214,RST,Rochester International,Rochester,MN,428.212957824639,477.347818708304,5414
215,ERI,Erie International/Tom Ridge Field,Erie,PA,392.331140350877,437.348778535857,5306
216,MLU,Monroe Regional,Monroe,LA,546.335221674877,609.023901740075,5287
217,CMI,University of Illinois/Willard,Champaign/Urbana,IL,482.593626286619,537.968341735204,5230
218,GRI,Central Nebraska Regional,Grand Island,NE,210.738419618529,234.919385517837,5182
219,LSE,La Crosse Regional,La Crosse,WI,536.135135135135,597.653416631179,5172
220,KTN,Ketchikan International,Ketchikan,AK,472.311781242014,526.50671682485,5151
221,CPR,Casper/Natrona County International,Casper,WY,572.495041322314,638.185403320839,5016
222,SCK,Stockton Metropolitan,Stockton,CA,129.853762606672,144.753700696617,4986
223,ABI,Abilene Regional,Abilene,TX,437.677853739383,487.898754490714,4961
224,ITH,Ithaca Tompkins Regional,Ithaca/Cortland,NY,445.761408083442,496.909848067025,4818
225,LYH,Lynchburg Regional/Preston Glenn Field,Lynchburg,VA,565.359032258065,630.23058014499,4759
226,BRO,Brownsville South Padre Island International,Brownsville,TX,486.920743639922,542.791969773895,4591
227,FSM,Fort Smith Regional,Fort Smith,AR,544.245126705653,606.693980946644,4567
228,LWS,Lewiston Nez Perce County,Lewiston,ID,392.378471228171,437.401540346589,4470
229,SGU,St George Regional,St. George,UT,183.798211291224,204.887950350823,4234
230,CLL,Easterwood Field,College Station/Bryan,TX,489.930921769449,546.147547735274,4178
231,BGM,Greater Binghamton/Edwin A. Link Field,Binghamton,NY,463.568633844147,516.760345859762,4061
232,YKM,Yakima Air Terminal/McAllister Field,Yakima,WA,419.496412436885,467.631102173957,4040
233,IFP,Laughlin/Bullhead International,Bullhead City,AZ,160.222438851471,178.606999849815,4012
234,COU,Columbia Regional,Columbia,MO,393.90977443609,439.108551385664,3887
235,ISN,Sloulin Field International,Williston,ND,711.975265017668,793.670143605577,3854
236,SBY,Salisbury-Ocean City/Wicomico Regional,Salisbury,MD,406.013591671486,452.601208835153,3750
237,YUM,Yuma MCAS/Yuma International,Yuma,AZ,452.302424009234,504.201406221115,3700
238,ACT,Waco Regional,Waco,TX,459.250987166831,511.947275200153,3602
239,BET,Bethel Airport,Bethel,AK,462.415651531931,515.475065763284,3569
240,MHK,Manhattan Regional,Manhattan/Ft. Riley,KS,537.522522522523,599.199998375078,3555
241,EAT,Pangborn Memorial,Wenatchee,WA,363.851966075559,405.601790336346,3448
242,SJT,San Angelo Regional/Mathis Field,San Angelo,TX,465.806629834254,519.255138426485,3349
243,YNG,Youngstown-Warren Regional,Youngstown/Warren,OH,160.140765765766,178.515955268851,3291
244,ACV,Arcata,Arcata/Eureka,CA,425.280900750626,474.079325723601,3279
245,TYR,Tyler Pounds Regional,Tyler,TX,476.631813361612,531.322446641892,3240
246,PUW,Pullman Moscow Regional,Pullman,WA,343.488035264484,382.901220969236,3188
247,SUN,Friedman Memorial,Sun Valley/Hailey/Ketchum,ID,319.933081489477,356.643477949513,3164
248,MTJ,Montrose Regional,Montrose/Delta,CO,539.807142857143,601.746765149367,3163
249,SIT,Sitka Rocky Gutierrez,Sitka,AK,427.594102341717,476.657953281603,3144
250,FLG,Flagstaff Pulliam,Flagstaff,AZ,412.224686940966,459.524989922342,3136
251,LCH,Lake Charles Regional,Lake Charles,LA,534.870775347913,596.243979164458,3036
252,FLO,Florence Regional,Florence,SC,382.437467430954,426.319866166342,2973
253,EGE,Eagle County Regional,Eagle,CO,592.0193112327,659.949965750105,2910
254,PGV,Pitt Greenville,Greenville,NC,400.612874251497,446.580791580643,2883
255,LAW,Lawton-Fort Sill Regional,Lawton/Fort Sill,OK,495.953871499176,552.861594713863,2791
256,PSM,Portsmouth International at Pease,Portsmouth,NH,118,131.539790140229,2657
257,ALW,Walla Walla Regional,Walla Walla,WA,402.09811827957,448.236458426065,2633
258,ACK,Nantucket Memorial,Nantucket,MA,334.790820829656,373.206053498373,2561
259,SCC,Deadhorse Airport,Deadhorse,AK,263.8660858743,294.143131873128,2544
260,GUM,Guam International,Guam,TT,1603.60956047482,1787.61411060782,2543
261,SPS,Sheppard AFB/Wichita Falls Municipal,Wichita Falls,TX,440.840306834031,491.424080053412,2517
262,ROW,Roswell International Air Center,Roswell,NM,468.010410958904,521.711790177768,2478
263,MQT,Sawyer International,Marquette,MI,476.192877291961,530.833145298783,2469
264,VLD,Valdosta Regional,Valdosta,GA,495.391825855176,552.235057713345,2402
265,DHN,Dothan Regional,Dothan,AL,777.92828328104,867.190873957091,2342
266,ADQ,Kodiak Airport,Kodiak,AK,691.931890515595,771.326912455537,2338
267,PIH,Pocatello Regional,Pocatello,ID,305.615606936416,340.683159321991,2322
268,SAF,Santa Fe Municipal,Santa Fe,NM,173,192.850709273387,2294
269,RDD,Redding Municipal,Redding,CA,426.907774164942,475.892873075329,2275
270,DBQ,Dubuque Regional,Dubuque,IA,421.674260591527,470.05884530293,2182
271,TWF,Joslin Field - Magic Valley Regional,Twin Falls,ID,200.53698630137,223.547399096917,2131
272,TXK,Texarkana Regional-Webb Field,Texarkana,AR,590.043068640646,657.746961209215,2044
273,SUX,Sioux Gateway/Col. Bud Day Field,Sioux City,IA,444.883873615101,495.931621797479,2003
274,COD,Yellowstone Regional,Cody,WY,570.655462184874,636.134743543846,1955
275,GTR,Golden Triangle Regional,Columbus,MS,502.172910662824,559.794231209288,1953
276,SMX,Santa Maria Public/Capt. G. Allan Hancock Field,Santa Maria,CA,368.931142410016,411.263771600072,1907
277,OTZ,Ralph Wien Memorial,Kotzebue,AK,536.997028231798,598.614206775741,1870
278,BRW,Wiley Post/Will Rogers Memorial,Barrow,AK,633.116459627329,705.762764692405,1848
279,ABY,Southwest Georgia Regional,Albany,GA,544.930311890838,607.457787009919,1831
280,CSG,Columbus Airport,Columbus,GA,553.391534391534,616.88988389188,1828
281,HDN,Yampa Valley,Hayden,CO,478.115095174856,532.975926120138,1813
282,OME,Nome Airport,Nome,AK,544.893680297398,607.416952161498,1767
283,HGR,Hagerstown Regional-Richard A. Henson Field,Hagerstown,MD,122.991803278689,137.104372815653,1697
284,BPT,Jack Brooks Regional,Beaumont/Port Arthur,TX,515.407953816549,574.547915946049,1688
285,PPG,Pago Pago International,Pago Pago,TT,1055.67465224111,1176.80696789962,1677
286,JLN,Joplin Regional,Joplin,MO,512.441666666667,571.241265190191,1647
287,GCK,Garden City Regional,Garden City,KS,545.232824427481,607.795011040299,1623
288,GCC,Gillette Campbell County,Gillette,WY,554.413607878245,618.029234162641,1621
289,ALO,Waterloo Regional,Waterloo,IA,518.122156697557,577.573557279657,1580
290,ABR,Aberdeen Regional,Aberdeen,SD,656.890221402214,732.264422613694,1562
291,BQK,Brunswick Golden Isles,Brunswick,GA,423.426856714179,472.012541287457,1558
292,HVN,Tweed New Haven,New Haven,CT,410.6440962507,457.763035958823,1547
293,BTM,Bert Mooney,Butte,MT,605.516514406184,674.995891791801,1545
294,MVY,Martha's Vineyard Airport,Martha's Vineyard,MA,397.406304728546,443.006287494889,1517
295,BJI,Bemidji Regional,Bemidji,MN,629.113412228797,701.300391686266,1475
296,STC,St. Cloud Regional,St. Cloud,MN,511.714846818539,570.431047136865,1417
297,CMX,Houghton County Memorial,Hancock/Houghton,MI,549.206492335437,612.224633436058,1409
298,GGG,East Texas Regional,Longview,TX,431.641092327698,481.169311022752,1369
299,DUT,Unalaska Airport,Unalaska,AK,860.434607645875,959.164302704482,1349
300,CKB,North Central West Virginia,Clarksburg/Fairmont,WV,465.424623115578,518.829298734901,1318
301,CIU,Chippewa County International,Sault Ste. Marie,MI,595.414325842697,663.734537863003,1226
302,EAU,Chippewa Valley Regional,Eau Claire,WI,518.622983870968,578.131851358361,1219
303,PAH,Barkley Regional,Paducah,KY,493.032843560933,549.605396391912,1217
304,IPT,Williamsport Regional,Williamsport,PA,490.489740082079,546.770487087561,1185
305,ART,Watertown International,Watertown,NY,643.928571428571,717.815501279761,1170
305,BRD,Brainerd Lakes Regional,Brainerd,MN,589.517543859649,657.16113562103,1170
307,MKG,Muskegon County,Muskegon,MI,471.554585152838,525.662637039552,1125
308,MEI,Key Field,Meridian,MS,551.828897338403,615.147943637352,1093
309,HHH,Hilton Head Airport,Hilton Head,SC,469.409198672357,523.271080366567,1089
310,RHI,Rhinelander/Oneida County,Rhinelander,WI,523.223993288591,583.260798928084,1060
311,PLN,Pellston Regional Airport of Emmet County,Pellston,MI,615.977107180021,686.656774658012,1003
312,RKS,Rock Springs Sweetwater County,Rock Springs,WY,480.495805369128,535.629808487419,953
313,PSG,Petersburg James A Johnson,Petersburg,AK,425.196473551637,473.985211011422,938
314,LAR,Laramie Regional,Laramie,WY,649.582089552239,724.117726597907,931
315,ESC,Delta County,Escanaba,MI,462.135135135135,515.162361797476,909
316,EKO,Elko Regional,Elko,NV,176.116853932584,196.325203444487,839
317,HOB,Lea County Regional,Hobbs,NM,352,392.389882452209,820
318,HIB,Range Regional,Hibbing,MN,637.640776699029,710.806219930873,817
319,CDC,Cedar City Regional,Cedar City,UT,119.801857585139,133.548400043719,788
320,GUC,Gunnison-Crested Butte Regional,Gunnison,CO,487.952766531714,543.942411084118,779
