Average Domestic Airline Itinerary Fares By Origin City for 2007 Ranked by Total Number of Domestic Passengers in 2016,,,,,,,
2016 Passenger Rank,Airport Code,Airport Name,City Name,State Name,Average Fare ($),Inflation Adjusted Average Fare ($) (Base Year: 2016),2016 Passengers (10% sample)
26,MIA,Miami International,Miami,FL,326.707089012495,378.176564276582,324144
27,CLT,Charlotte Douglas International,Charlotte,NC,361.614088802097,418.582817136098,321415
28,OAK,Metropolitan Oakland International,Oakland,CA,256.052880658939,296.391483188832,321404
29,SLC,Salt Lake City International,Salt Lake City,UT,338.700673379032,392.05961940957,320755
30,AUS,Austin - Bergstrom International,Austin,TX,342.244092087208,396.161268739867,309545
31,DAL,Dallas Love Field,Dallas-Love Field,TX,197.325950385704,228.412705047312,294636
32,STL,Lambert-St. Louis International,St. Louis,MO,313.141727847321,362.474114433444,293845
33,RDU,Raleigh-Durham International,Raleigh/Durham,NC,302.72596773791,350.417454186456,283778
34,SJC,Norman Y. Mineta San Jose International,San Jose,CA,275.758912920605,319.202006213496,282736
35,MCI,Kansas City International,Kansas City,MO,286.401418603512,331.52113355971,280759
36,SMF,Sacramento International,Sacramento,CA,286.674180610802,331.836866527409,279633
37,BNA,Nashville International,Nashville,TN,292.253751861087,338.295444123467,267295
38,SNA,John Wayne Airport-Orange County,Santa Ana,CA,324.819912904819,375.992082211185,252982
39,HNL,Honolulu International,Honolulu,HI,247.479028188455,286.46690493832,243804
40,IND,Indianapolis International,Indianapolis,IN,305.158009188787,353.2326397487,237835
41,IAD,Washington Dulles International,Washington-Dulles,DC,384.140629908629,444.658192318353,237594
42,HOU,William P Hobby,Houston-Hobby,TX,239.020380315169,276.675680631514,232194
43,CLE,Cleveland-Hopkins International,Cleveland,OH,336.246820270709,389.219185978664,228742
44,MSY,Louis Armstrong New Orleans International,New Orleans,LA,303.213590529899,350.981897133485,220020
45,PIT,Pittsburgh International,Pittsburgh,PA,294.893592782223,341.351165910249,219814
46,CMH,Port Columbus International,Columbus,OH,294.021603728835,340.341803593398,200376
47,MKE,General Mitchell International,Milwaukee,WI,331.0120400295,383.159717809954,196680
48,SAT,San Antonio International,San Antonio,TX,331.409931466383,383.62029311308,194783
49,BDL,Bradley International,Hartford,CT,365.735591321397,423.353621672716,187633
50,CVG,Cincinnati/Northern Kentucky International,Cincinnati,OH,554.833281509121,642.241785391429,167274
51,SJU,Luis Munoz Marin International,San Juan,PR,305.842232484306,354.024655666933,166585
52,RSW,Southwest Florida International,Fort Myers,FL,260.586677276344,301.639534686832,152799
53,PBI,Palm Beach International,West Palm Beach/Palm Beach,FL,272.044678637355,314.902631001274,139969
54,BUF,Buffalo Niagara International,Buffalo,NY,261.02647569729,302.14861900548,135260
55,JAX,Jacksonville International,Jacksonville,FL,297.286220819413,344.120728864734,135131
56,BUR,Bob Hope,Burbank,CA,245.507576340281,284.18487032183,125252
57,ONT,Ontario International,Ontario,CA,282.538164123745,327.049261490755,124015
58,OMA,Eppley Airfield,Omaha,NE,316.919755176455,366.8473326559,120853
59,ABQ,Albuquerque International Sunport,Albuquerque,NM,310.528437479605,359.449125977555,114670
60,PVD,Theodore Francis Green State,Providence,RI,299.170393957346,346.301734872162,109047
61,MEM,Memphis International,Memphis,TN,388.188050161454,449.343243659062,106363
62,RIC,Richmond International,Richmond,VA,352.377985986078,407.891657538597,101520
63,OKC,Will Rogers World,Oklahoma City,OK,340.422114078769,394.052256090335,95696
64,ANC,Ted Stevens Anchorage International,Anchorage,AK,501.860476847525,580.923638523024,92654
65,SFB,Orlando Sanford International,Sanford,FL,141.915769828927,164.273197783343,89052
66,BOI,Boise Air Terminal,Boise,ID,299.552976554057,346.74458957854,87846
67,ORF,Norfolk International,Norfolk,VA,358.300872765623,414.747636634913,87572
68,SDF,Louisville International-Standiford Field,Louisville,KY,320.350930337854,370.81905557716,84451
69,GEG,Spokane International,Spokane,WA,298.836918010447,345.915723083289,83819
70,ALB,Albany International,Albany,NY,337.412318517417,390.5682969635,81817
71,RNO,Reno/Tahoe International,Reno,NV,266.474096379244,308.45445852433,80897
72,CHS,Charleston AFB/International,Charleston,SC,408.957947613922,473.385233328441,80742
73,TUS,Tucson International,Tucson,AZ,311.759538260377,360.874174527796,80325
74,GRR,Gerald R. Ford International,Grand Rapids,MI,420.675816009037,486.949136161722,80027
75,LGB,Long Beach Airport,Long Beach,CA,263.685114407845,305.226099987756,76483
76,ELP,El Paso International,El Paso,TX,300.516302280821,347.859677759601,75930
77,TUL,Tulsa International,Tulsa,OK,329.076785421734,380.919582951608,73392
78,DSM,Des Moines International,Des Moines,IA,394.75320766994,456.942676894498,73146
79,BHM,Birmingham-Shuttlesworth International,Birmingham,AL,336.629604782385,389.662274409715,71115
80,ROC,Greater Rochester International,Rochester,NY,304.501667194929,352.472897555845,71096
81,PIE,St Pete Clearwater International,St. Petersburg,FL,155.7374749499,180.272376040824,69062
82,OGG,Kahului Airport,Kahului,HI,178.649453261814,206.793910253532,67841
83,MHT,Manchester-Boston Regional,Manchester,NH,296.845743302762,343.610858465558,61121
84,DAY,James M Cox/Dayton International,Dayton,OH,329.927235568581,381.904013119913,58412
85,SYR,Syracuse Hancock International,Syracuse,NY,359.164295773534,415.74708341042,57879
86,GSP,Greenville-Spartanburg International,Greer,SC,461.437865409856,534.132843873324,51941
87,LIT,Bill and Hillary Clinton Nat Adams Field,Little Rock,AR,330.633072407045,382.721047581324,51596
88,MSN,Dane County Regional-Truax Field,Madison,WI,424.998744812747,491.953099704542,51374
89,HPN,Westchester County,White Plains,NY,283.985335968379,328.724420967019,48044
90,PWM,Portland International Jetport,Portland,ME,367.716227534879,425.646287560562,47337
91,TYS,McGhee Tyson,Knoxville,TN,439.772916936633,509.054796734534,46608
92,GSO,Piedmont Triad International,Greensboro/High Point,NC,387.919145883445,449.031976167793,44266
93,ICT,Wichita Dwight D Eisenhower National,Wichita,KS,370.227460132244,428.55314005232,44248
94,SAV,Savannah/Hilton Head International,Savannah,GA,378.149406022112,437.723110278772,43637
95,CAK,Akron-Canton Regional,Akron,OH,274.823102020038,318.118767547759,42607
96,ISP,Long Island MacArthur,Islip,NY,233.50623329779,270.292834210117,38122
97,PNS,Pensacola International,Pensacola,FL,372.330276816609,430.987234737563,37574
98,KOA,Kona International Airport at Keahole,Kona,HI,170.149070577984,196.954376228962,37509
99,FAT,Fresno Yosemite International,Fresno,CA,403.838577418854,467.459356918833,37389
100,LIH,Lihue Airport,Lihue,HI,146.268129561376,169.31122880706,35692
101,LEX,Blue Grass,Lexington,KY,439.548747475616,508.795311588865,35528
102,COS,City of Colorado Springs Municipal,Colorado Springs,CO,384.487901245115,445.060172824197,35024
103,MYR,Myrtle Beach International,Myrtle Beach,SC,299.25010370862,346.394002107523,33827
104,MDT,Harrisburg International,Harrisburg,PA,433.279116945107,501.537962688118,33573
105,XNA,Northwest Arkansas Regional,Fayetteville,AR,465.643514140806,539.001051026198,33454
106,CID,The Eastern Iowa,Cedar Rapids/Iowa City,IA,406.699050086356,470.770468804629,32905
107,BTV,Burlington International,Burlington,VT,366.336708071011,424.04943842951,32753
108,FSD,Joe Foss Field,Sioux Falls,SD,433.127500124076,501.362460134324,31003
109,CAE,Columbia Metropolitan,Columbia,SC,474.75249706228,549.545064245223,30607
110,ACY,Atlantic City International,Atlantic City,NJ,216.445322257399,250.544145131514,30531
111,PSP,Palm Springs International,Palm Springs,CA,396.80337898254,459.315832449588,30372
112,BLI,Bellingham International,Bellingham,WA,306.633396683924,354.940459972541,29414
113,HSV,Huntsville International-Carl T Jones Field,Huntsville,AL,494.479587614647,572.379963086313,28142
114,EUG,Mahlon Sweet Field,Eugene,OR,403.290964555491,466.825473057157,27794
115,FNT,Bishop International,Flint,MI,281.366754179909,325.693307479294,26572
116,SGF,Springfield-Branson National,Springfield,MO,438.50136902951,507.582929012648,26295
117,JAN,Jackson Medgar Wiley Evers International,Jackson/Vicksburg,MS,361.607607316557,418.575314556524,26041
118,ITO,Hilo International,Hilo,HI,123.664647265315,143.146791110749,25914
119,CHA,Lovell Field,Chattanooga,TN,414.928962100251,480.296922176427,24855
120,SRQ,Sarasota/Bradenton International,Sarasota/Bradenton,FL,288.800501759416,334.29816857311,24663
121,MAF,Midland International Air and Space Port,Midland/Odessa,TX,271.425864627326,314.186328955467,24348
122,LBB,Lubbock Preston Smith International,Lubbock,TX,268.384494734484,310.665821273048,24046
123,FAR,Hector International,Fargo,ND,492.84670174538,570.489832174976,23881
124,ABE,Lehigh Valley International,Allentown/Bethlehem/Easton,PA,362.63112087197,419.760072564213,23285
125,ILM,Wilmington International,Wilmington,NC,391.589966751418,453.281098609919,23142
126,FWA,Fort Wayne International,Fort Wayne,IN,441.833406209007,511.439895742059,23107
127,BZN,Bozeman Yellowstone International,Bozeman,MT,534.280260025636,618.450838358046,22809
128,MLI,Quad City International,Moline,IL,327.414937302926,378.995927074351,22808
129,FAI,Fairbanks International,Fairbanks,AK,505.192868997882,584.78101614545,22805
130,BIL,Billings Logan International,Billings,MT,419.28058785042,485.334103586205,22581
131,AVL,Asheville Regional,Asheville,NC,493.004442470013,570.672423392904,22401
132,MFR,Rogue Valley International - Medford,Medford,OR,397.385439103945,459.989590394604,22228
133,PSC,Tri Cities,Pasco/Kennewick/Richland,WA,452.646693913297,523.956710130455,22059
134,TTN,Trenton Mercer,Trenton,NJ,213.26145900581,246.858695668964,21531
135,SBN,South Bend International,South Bend,IN,351.019128821347,406.318725847847,21456
136,MFE,McAllen Miller International,Mission/McAllen/Edinburg,TX,377.635731201895,437.128511063761,21252
137,PIA,General Downing - Peoria International,Peoria,IL,352.81891289035,408.402048121975,21051
138,MSO,Missoula International,Missoula,MT,477.771786785632,553.040013245516,19899
139,BTR,Baton Rouge Metropolitan/Ryan Field,Baton Rouge,LA,412.802874478248,477.835890447148,19237
140,VPS,Eglin AFB Destin Fort Walton Beach,Valparaiso,FL,547.211948474978,633.419786607222,18926
141,STT,Cyril E King,Charlotte Amalie,VI,386.823237250554,447.763417953154,18247
142,AMA,Rick Husband Amarillo International,Amarillo,TX,280.190609188423,324.33187246019,17907
143,CHO,Charlottesville Albemarle,Charlottesville,VA,510.667295449187,591.117884417873,17322
144,CRP,Corpus Christi International,Corpus Christi,TX,349.504286785982,404.565235410625,17211
145,TLH,Tallahassee International,Tallahassee,FL,466.756670481238,540.289574154361,16943
146,BIS,Bismarck Municipal,Bismarck/Mandan,ND,455.546316331788,527.313139423858,16942
147,DAB,Daytona Beach International,Daytona Beach,FL,329.96206102903,381.944324987714,16821
148,RDM,Roberts Field,Bend/Redmond,OR,357.053930877326,413.304251367106,16770
149,ATW,Appleton International,Appleton,WI,431.010680272109,498.91215622072,16595
150,SBA,Santa Barbara Municipal,Santa Barbara,CA,449.021433189119,519.76032538282,16389
151,ROA,Roanoke Blacksburg Regional Woodrum Field,Roanoke,VA,464.771892790891,537.992114340871,15888
152,AGS,Augusta Regional at Bush Field,Augusta,GA,523.879552549428,606.411602137959,15867
153,AVP,Wilkes Barre Scranton International,Scranton/Wilkes-Barre,PA,421.142778128951,487.489663551838,15025
154,SHV,Shreveport Regional,Shreveport,LA,454.203572655445,525.758859742452,14366
155,GRB,Green Bay Austin Straubel International,Green Bay,WI,401.466579623468,464.713674297002,14217
156,BQN,Rafael Hernandez,Aguadilla,PR,241.233167825223,279.237070959945,14112
157,BGR,Bangor International,Bangor,ME,483.341551216319,559.487239054402,14011
158,HRL,Valley International,Harlingen/San Benito,TX,243.116094856181,281.416634548551,13876
159,MOB,Mobile Regional,Mobile,AL,528.224669234634,611.441249043874,13570
160,FAY,Fayetteville Regional/Grannis Field,Fayetteville,NC,499.999483791039,578.769464389945,13142
161,JNU,Juneau International,Juneau,AK,431.367624343528,499.325333305357,12790
162,RAP,Rapid City Regional,Rapid City,SD,476.616841896449,551.703118195457,12481
163,BMI,Central Illinois Regional,Bloomington/Normal,IL,295.257277871769,341.772145993843,12413
164,PHF,Newport News/Williamsburg International,Newport News/Williamsburg,VA,271.351768575072,314.100559801965,11948
165,GNV,Gainesville Regional,Gainesville,FL,487.918800181791,564.785588388763,11901
166,GPT,Gulfport-Biloxi International,Gulfport/Biloxi,MS,362.069935944555,419.110478493834,11663
167,TRI,Tri-Cities Regional TN/VA,Bristol/Johnson City/Kingsport,TN,506.700717021904,586.526410733915,11492
168,CRW,Yeager,Charleston/Dunbar,WV,460.169873013459,532.665091797765,11365
169,EVV,Evansville Regional,Evansville,IN,456.946556843214,528.933973998868,11023
170,MLB,Melbourne International,Melbourne,FL,495.075471698113,573.069722822085,11020
171,LFT,Lafayette Regional Paul Fournet Field,Lafayette,LA,466.643253774963,540.158289766133,10953
172,FCA,Glacier Park International,Kalispell,MT,532.745906610067,616.674762715365,10876
173,GJT,Grand Junction Regional,Grand Junction,CO,472.16724693746,546.552533495568,10537
174,TVC,Cherry Capital,Traverse City,MI,479.086449399657,554.561787970569,10360
175,PBG,Plattsburgh International,Plattsburgh,NY,249.676300578035,289.010335892275,10291
176,LBE,Arnold Palmer Regional,Latrobe,PA,382.270833333333,442.493827759021,9776
177,GTF,Great Falls International,Great Falls,MT,489.113966630786,566.169041508148,9723
178,MRY,Monterey Regional,Monterey,CA,486.529083354973,563.176935400939,9538
179,SBP,San Luis County Regional,San Luis Obispo,CA,449.230426415477,520.00224342794,9385
180,SWF,Stewart International,Newburgh/Poughkeepsie,NY,245.314894269078,283.961833093266,9284
181,OAJ,Albert J Ellis,Jacksonville/Camp Lejeune,NC,487.999173325985,564.878623528048,9263
182,RFD,Chicago/Rockford International,Rockford,IL,241.089867089379,279.071194608429,9175
183,MOT,Minot International,Minot,ND,596.612199216564,690.602558968615,9127
184,ELM,Elmira/Corning Regional,Elmira/Corning,NY,386.090722035166,446.915502200015,8924
185,LAN,Capital Region International,Lansing,MI,364.394590090379,421.801358941687,8812
186,MGM,Montgomery Regional,Montgomery,AL,494.436818237529,572.330455816227,8783
187,STS,Charles M. Schulz - Sonoma County,Santa Rosa,CA,253.068479355488,292.936918934433,8782
188,GFK,Grand Forks International,Grand Forks,ND,564.550778354337,653.490177893104,8760
189,AZO,Kalamazoo/Battle Creek International,Kalamazoo,MI,471.011634904714,545.214866200067,8707
190,DRO,Durango La Plata County,Durango,CO,519.345663265306,601.163443374517,8446
191,GRK,Robert Gray AAF,Killeen,TX,452.140258215962,523.370490490643,8311
192,LNK,Lincoln Airport,Lincoln,NE,406.091820786663,470.06757652586,8229
193,EYW,Key West International,Key West,FL,448.568473422362,519.23600627831,7737
194,IDA,Idaho Falls Regional,Idaho Falls,ID,467.486442986257,541.134315110199,7606
195,JAC,Jackson Hole,Jackson,WY,588.677658877484,681.418010161863,7290
196,SCE,University Park,State College,PA,481.290800341783,557.113412633115,6990
197,LCK,Rickenbacker International,Columbus,OH,214.04347826087,247.763914334314,6930
198,MBS,MBS International,Saginaw/Bay City/Midland,MI,441.07523819954,510.562285850485,6677
199,HTS,Tri-State/Milton J. Ferguson Field,Ashland,WV,370.238716410123,428.566169645609,6517
200,PSE,Mercedita,Ponce,PR,217.18497193033,251.40031930552,6468
201,BLV,Scott AFB/MidAmerica,Belleville,IL,207.316559926807,239.977236452808,6464
202,DLH,Duluth International,Duluth,MN,416.428230702515,482.032385739969,6439
203,EWN,Coastal Carolina Regional,New Bern/Morehead/Beaufort,NC,429.495171495172,497.157894003376,6315
204,TOL,Toledo Express,Toledo,OH,336.661384217335,389.699060380783,6306
205,CWA,Central Wisconsin,Mosinee,WI,443.698638177976,513.598976586419,6185
206,STX,Henry E. Rohlsen,Christiansted,VI,449.523825118716,520.341864199224,6124
207,BFL,Meadows Field,Bakersfield,CA,450.519257867544,521.494117546581,6053
208,LRD,Laredo International,Laredo,TX,356.434726271461,412.587497190947,6044
209,SPI,Abraham Lincoln Capital,Springfield,IL,385.993103448276,446.802504768856,6013
210,ASE,Aspen Pitkin County Sardy Field,Aspen,CO,600.566294582085,695.179583007716,5999
211,AEX,Alexandria International,Alexandria,LA,454.744437671442,526.384932700053,5854
212,HLN,Helena Regional,Helena,MT,604.182226924094,699.3651697787,5550
213,RST,Rochester International,Rochester,MN,378.206271864068,437.788934772512,5414
214,ERI,Erie International/Tom Ridge Field,Erie,PA,385.903723764387,446.699044198499,5306
215,MLU,Monroe Regional,Monroe,LA,468.691666666667,542.529409878481,5287
216,CMI,University of Illinois/Willard,Champaign/Urbana,IL,434.638081156563,503.111018289747,5230
217,GRI,Central Nebraska Regional,Grand Island,NE,477.016393442623,552.165615141698,5182
218,LSE,La Crosse Regional,La Crosse,WI,465.385949042665,538.702909090598,5172
219,KTN,Ketchikan International,Ketchikan,AK,426.542964554243,493.740596015357,5151
220,CPR,Casper/Natrona County International,Casper,WY,553.731993934799,640.967000836259,5016
221,SCK,Stockton Metropolitan,Stockton,CA,142.74132346136,165.228809237271,4986
222,ABI,Abilene Regional,Abilene,TX,404.38091233971,468.087131350286,4961
223,ITH,Ithaca Tompkins Regional,Ithaca/Cortland,NY,447.124601366743,517.564666440232,4818
224,LYH,Lynchburg Regional/Preston Glenn Field,Lynchburg,VA,582.703202377022,674.502337044411,4759
225,BRO,Brownsville South Padre Island International,Brownsville,TX,458.412982875348,530.631420969714,4591
226,FSM,Fort Smith Regional,Fort Smith,AR,459.191399152029,531.532469043026,4567
227,LWS,Lewiston Nez Perce County,Lewiston,ID,403.724993331555,467.327878780354,4470
228,SGU,St George Regional,St. George,UT,206.825333333333,239.408621960962,4234
229,CLL,Easterwood Field,College Station/Bryan,TX,427.78290558041,495.175877504347,4178
230,BGM,Greater Binghamton/Edwin A. Link Field,Binghamton,NY,424.974973456697,491.925583406116,4061
231,YKM,Yakima Air Terminal/McAllister Field,Yakima,WA,405.512054507338,469.396473795088,4040
232,IFP,Laughlin/Bullhead International,Bullhead City,AZ,137.169432918396,158.779122368116,4012
233,COU,Columbia Regional,Columbia,MO,486.342105263158,562.960500757383,3887
234,ISN,Sloulin Field International,Williston,ND,623.465346534653,721.686154440826,3854
235,SBY,Salisbury-Ocean City/Wicomico Regional,Salisbury,MD,400.30984166408,463.374703696235,3750
236,YUM,Yuma MCAS/Yuma International,Yuma,AZ,409.454742939899,473.960293851598,3700
237,ACT,Waco Regional,Waco,TX,404.994754411063,468.797678177582,3602
238,BET,Bethel Airport,Bethel,AK,433.767625049232,502.103430419465,3569
239,MHK,Manhattan Regional,Manhattan/Ft. Riley,KS,529.434285714286,612.841428653535,3555
240,EAT,Pangborn Memorial,Wenatchee,WA,367.630417956656,425.546959530759,3448
241,SJT,San Angelo Regional/Mathis Field,San Angelo,TX,406.092684348586,470.068576133436,3349
242,YNG,Youngstown-Warren Regional,Youngstown/Warren,OH,155.436477987421,179.9239599796,3291
243,ACV,Arcata,Arcata/Eureka,CA,404.813384384884,468.587735095017,3279
244,TYR,Tyler Pounds Regional,Tyler,TX,437.824445011483,506.799362300986,3240
245,PUW,Pullman Moscow Regional,Pullman,WA,379.329923273657,439.089606364326,3188
246,SUN,Friedman Memorial,Sun Valley/Hailey/Ketchum,ID,300.168316831683,347.45687063971,3164
247,MTJ,Montrose Regional,Montrose/Delta,CO,493.716535433071,571.496699569551,3163
248,SIT,Sitka Rocky Gutierrez,Sitka,AK,394.476309226933,456.622155836486,3144
249,FLG,Flagstaff Pulliam,Flagstaff,AZ,439.43152866242,508.659626109322,3136
250,LCH,Lake Charles Regional,Lake Charles,LA,481.839108910891,557.748101802106,3036
251,FLO,Florence Regional,Florence,SC,483.553882725832,559.733021296219,2973
252,EGE,Eagle County Regional,Eagle,CO,571.986635826266,662.097481272055,2910
253,PGV,Pitt Greenville,Greenville,NC,417.1305102395,482.845302482184,2883
254,LAW,Lawton-Fort Sill Regional,Lawton/Fort Sill,OK,461.92876344086,534.701078040929,2791
255,PSM,Portsmouth International at Pease,Portsmouth,NH,173.435589519651,200.758653771717,2657
256,ALW,Walla Walla Regional,Walla Walla,WA,388.978146194423,450.257811518915,2633
257,ACK,Nantucket Memorial,Nantucket,MA,330.278364116095,382.310458502288,2561
258,SCC,Deadhorse Airport,Deadhorse,AK,345.912758281404,400.407897060642,2544
259,GUM,Guam International,Guam,TT,1564.19323357189,1810.61642930641,2543
260,SPS,Sheppard AFB/Wichita Falls Municipal,Wichita Falls,TX,423.120463898242,489.77891418215,2517
261,ROW,Roswell International Air Center,Roswell,NM,410.637019230769,475.328826095751,2478
262,MQT,Sawyer International,Marquette,MI,411.484783276975,476.310146994787,2469
263,VLD,Valdosta Regional,Valdosta,GA,526.67132505176,609.643190826056,2402
264,DHN,Dothan Regional,Dothan,AL,736.327610872675,852.328753880094,2342
265,ADQ,Kodiak Airport,Kodiak,AK,614.114264919942,710.861902270448,2338
266,PIH,Pocatello Regional,Pocatello,ID,316.642857142857,366.526812071796,2322
267,SAF,Santa Fe Municipal,Santa Fe,NM,669.871794871795,775.40348039621,2294
268,RDD,Redding Municipal,Redding,CA,416.375598760214,481.971462154959,2275
269,DBQ,Dubuque Regional,Dubuque,IA,386.842683851403,447.785928173908,2182
270,TWF,Joslin Field - Magic Valley Regional,Twin Falls,ID,524.5,607.129794956734,2131
271,TXK,Texarkana Regional-Webb Field,Texarkana,AR,502.614835164835,581.796838543068,2044
272,SUX,Sioux Gateway/Col. Bud Day Field,Sioux City,IA,418.149484536083,484.024806115645,2003
273,COD,Yellowstone Regional,Cody,WY,564.693641618497,653.655547853593,1955
274,GTR,Golden Triangle Regional,Columbus,MS,592.77554438861,686.161477063914,1953
275,SMX,Santa Maria Public/Capt. G. Allan Hancock Field,Santa Maria,CA,360.214547677262,416.96279212913,1907
276,OTZ,Ralph Wien Memorial,Kotzebue,AK,524.642040457344,607.294212485319,1870
277,BRW,Wiley Post/Will Rogers Memorial,Barrow,AK,513.651413189771,594.572120436878,1848
278,ABY,Southwest Georgia Regional,Albany,GA,588.929535232384,681.709567148907,1831
279,CSG,Columbus Airport,Columbus,GA,558.596089651884,646.597386795008,1828
280,HDN,Yampa Valley,Hayden,CO,475.215996578272,550.081583532367,1813
281,OME,Nome Airport,Nome,AK,519.038427947598,600.807806166808,1767
282,HGR,Hagerstown Regional-Richard A. Henson Field,Hagerstown,MD,444.769230769231,514.838230467087,1697
283,BPT,Jack Brooks Regional,Beaumont/Port Arthur,TX,457.531351001939,529.610896701782,1688
284,PPG,Pago Pago International,Pago Pago,TT,928.559856630824,1074.845291442,1677
285,JLN,Joplin Regional,Joplin,MO,414.659751037344,479.985299569329,1647
286,GCK,Garden City Regional,Garden City,KS,521.270588235294,603.39162126267,1623
287,GCC,Gillette Campbell County,Gillette,WY,612.581765557164,709.087972768265,1621
288,ALO,Waterloo Regional,Waterloo,IA,459.58836689038,531.99197512804,1580
289,ABR,Aberdeen Regional,Aberdeen,SD,564.200930232558,653.085214654893,1562
290,BQK,Brunswick Golden Isles,Brunswick,GA,497.309655937847,575.655880723639,1558
291,HVN,Tweed New Haven,New Haven,CT,378.73471676949,438.400630953779,1547
292,BTM,Bert Mooney,Butte,MT,576.925462134764,667.814370888844,1545
293,MVY,Martha's Vineyard Airport,Martha's Vineyard,MA,532.413461538462,616.289944206008,1517
294,UST,Northeast Florida Regional,St. Augustine,FL,152.326388888889,176.323907059315,1513
295,BJI,Bemidji Regional,Bemidji,MN,546.305660377358,632.370721770465,1475
296,STC,St. Cloud Regional,St. Cloud,MN,469.874421296296,543.898495818941,1417
297,CMX,Houghton County Memorial,Hancock/Houghton,MI,488.400149588631,565.34276964077,1409
298,GGG,East Texas Regional,Longview,TX,400.501891551072,463.597009146209,1369
299,DUT,Unalaska Airport,Unalaska,AK,801.624731951394,927.912791500279,1349
300,CKB,North Central West Virginia,Clarksburg/Fairmont,WV,600.187969924812,694.741657037082,1318
301,CIU,Chippewa County International,Sault Ste. Marie,MI,536.770171149144,621.333010388315,1226
302,EAU,Chippewa Valley Regional,Eau Claire,WI,434.930609097918,503.449631119212,1219
303,PAH,Barkley Regional,Paducah,KY,448.505917159763,519.163594894355,1217
304,IPT,Williamsport Regional,Williamsport,PA,489.903443113773,567.082892214037,1185
305,ART,Watertown International,Watertown,NY,415.380116959064,480.819152027571,1170
305,BRD,Brainerd Lakes Regional,Brainerd,MN,519.221868365181,601.020145810494,1170
307,OWB,Owensboro Daviess County,Owensboro,KY,367.071428571429,424.899906888555,1160
308,MKG,Muskegon County,Muskegon,MI,415.524202420242,480.985936730147,1125
309,MEI,Key Field,Meridian,MS,575.264976958525,665.892292672297,1093
310,HHH,Hilton Head Airport,Hilton Head,SC,455.868909012505,527.686553395448,1089
311,RHI,Rhinelander/Oneida County,Rhinelander,WI,473.552194543298,548.155665918749,1060
312,PLN,Pellston Regional Airport of Emmet County,Pellston,MI,554.377635197067,641.714356502944,1003
313,RKS,Rock Springs Sweetwater County,Rock Springs,WY,601.039518900344,695.727359143679,953
314,PSG,Petersburg James A Johnson,Petersburg,AK,385.300349243306,446.000613980641,938
315,LAR,Laramie Regional,Laramie,WY,577.709219858156,668.721601901043,931
316,ESC,Delta County,Escanaba,MI,372.905339805825,431.652893221319,909
317,EKO,Elko Regional,Elko,NV,472.2,546.590446479637,839
318,HOB,Lea County Regional,Hobbs,NM,489.333333333333,566.422967268183,820
319,HIB,Range Regional,Hibbing,MN,514.479274611399,595.530403249395,817
320,CDC,Cedar City Regional,Cedar City,UT,402.164705882353,465.521783453171,788
