Average Domestic Airline Itinerary Fares By Origin City for 2014 Ranked by Total Number of Domestic Passengers in 2016,,,,,,,
2016 Passenger Rank,Airport Code,Airport Name,City Name,State Name,Average Fare ($),Inflation Adjusted Average Fare ($) (Base Year: 2016),2016 Passengers (10% sample)
73,TUS,Tucson International,Tucson,AZ,397.00007443707,402.485451943042,80325
74,GRR,Gerald R. Ford International,Grand Rapids,MI,439.535976205403,445.609075210136,80027
75,LGB,Long Beach Airport,Long Beach,CA,251.860963125457,255.340943484956,76483
76,ELP,El Paso International,El Paso,TX,395.152239304813,400.612085144869,75930
77,TUL,Tulsa International,Tulsa,OK,434.950787293576,440.96053242576,73392
78,DSM,Des Moines International,Des Moines,IA,394.057979659399,399.502706038198,73146
79,BHM,Birmingham-Shuttlesworth International,Birmingham,AL,442.675980196893,448.792464854104,71115
80,ROC,Greater Rochester International,Rochester,NY,379.175635569493,384.414731569952,71096
81,PIE,St Pete Clearwater International,St. Petersburg,FL,107.161483851615,108.642141490936,69062
82,OGG,Kahului Airport,Kahului,HI,299.633129355771,303.773181042518,67841
83,MHT,Manchester-Boston Regional,Manchester,NH,380.209109954096,385.462485541657,61121
84,DAY,James M Cox/Dayton International,Dayton,OH,416.273922163369,422.025607757372,58412
85,SYR,Syracuse Hancock International,Syracuse,NY,414.56315231437,420.291200082962,57879
86,AZA,Phoenix - Mesa Gateway,Phoenix,AZ,122.183437320645,123.871654330759,55304
87,GSP,Greenville-Spartanburg International,Greer,SC,411.002120424085,416.68096516858,51941
88,LIT,Bill and Hillary Clinton Nat Adams Field,Little Rock,AR,418.932010606199,424.72042319219,51596
89,MSN,Dane County Regional-Truax Field,Madison,WI,505.317343010134,512.299347712918,51374
90,HPN,Westchester County,White Plains,NY,393.751433694938,399.191924506929,48044
91,PWM,Portland International Jetport,Portland,ME,412.215275466045,417.910882457721,47337
92,TYS,McGhee Tyson,Knoxville,TN,453.233456166288,459.49581419968,46608
93,GSO,Piedmont Triad International,Greensboro/High Point,NC,447.341865241492,453.522818755303,44266
94,ICT,Wichita Dwight D Eisenhower National,Wichita,KS,406.530683565538,412.147746157477,44248
95,SAV,Savannah/Hilton Head International,Savannah,GA,446.099777783874,452.263569289315,43637
96,PGD,Punta Gorda Airport,Punta Gorda,FL,117.15466015466,118.773394202616,42786
97,CAK,Akron-Canton Regional,Akron,OH,347.682886201964,352.486844704712,42607
98,ISP,Long Island MacArthur,Islip,NY,305.656305401253,309.879579728301,38122
99,PNS,Pensacola International,Pensacola,FL,468.391663996738,474.863464036865,37574
100,KOA,Kona International Airport at Keahole,Kona,HI,305.783689555859,310.008723958588,37509
101,FAT,Fresno Yosemite International,Fresno,CA,415.020830607385,420.755202148628,37389
102,LIH,Lihue Airport,Lihue,HI,268.42966459934,272.138575853869,35692
103,LEX,Blue Grass,Lexington,KY,403.374326533083,408.947777521445,35528
104,COS,City of Colorado Springs Municipal,Colorado Springs,CO,456.029102817598,462.330088494266,35024
105,MYR,Myrtle Beach International,Myrtle Beach,SC,266.742546402717,270.428146628354,33827
106,MDT,Harrisburg International,Harrisburg,PA,444.477783683232,450.619163983921,33573
107,XNA,Northwest Arkansas Regional,Fayetteville,AR,476.63919626344,483.224953027731,33454
108,CID,The Eastern Iowa,Cedar Rapids/Iowa City,IA,382.669660422547,387.957033606233,32905
109,BTV,Burlington International,Burlington,VT,422.086095301864,427.918088094397,32753
110,FSD,Joe Foss Field,Sioux Falls,SD,384.794373149062,390.111103635547,31003
111,CAE,Columbia Metropolitan,Columbia,SC,493.94467049625,500.769538195776,30607
112,ACY,Atlantic City International,Atlantic City,NJ,168.346676036543,170.672733711079,30531
113,PSP,Palm Springs International,Palm Springs,CA,383.9839400073,389.289472682973,30372
114,BLI,Bellingham International,Bellingham,WA,206.769637989683,209.626588388885,29414
115,HSV,Huntsville International-Carl T Jones Field,Huntsville,AL,561.349377653069,569.105580856646,28142
116,EUG,Mahlon Sweet Field,Eugene,OR,361.908490710886,366.909005375727,27794
117,FNT,Bishop International,Flint,MI,376.153027161882,381.350359572771,26572
118,SGF,Springfield-Branson National,Springfield,MO,391.509547412042,396.919061926094,26295
119,JAN,Jackson Medgar Wiley Evers International,Jackson/Vicksburg,MS,483.105525736306,489.780628222476,26041
120,ITO,Hilo International,Hilo,HI,249.076037132622,252.517537976926,25914
121,CHA,Lovell Field,Chattanooga,TN,412.562834287878,418.26324352385,24855
122,SRQ,Sarasota/Bradenton International,Sarasota/Bradenton,FL,390.697023117913,396.095310927557,24663
123,MAF,Midland International Air and Space Port,Midland/Odessa,TX,441.99954183984,448.106680101454,24348
124,LBB,Lubbock Preston Smith International,Lubbock,TX,412.627141295104,418.328439065446,24046
125,FAR,Hector International,Fargo,ND,407.731486339945,413.365140506929,23881
126,ABE,Lehigh Valley International,Allentown/Bethlehem/Easton,PA,347.952821693016,352.760509913127,23285
127,ILM,Wilmington International,Wilmington,NC,470.687395270899,477.190915588936,23142
128,FWA,Fort Wayne International,Fort Wayne,IN,378.383394270375,383.611543817972,23107
129,BZN,Bozeman Yellowstone International,Bozeman,MT,432.743914263843,438.723166878631,22809
130,MLI,Quad City International,Moline,IL,379.203197751032,384.442674580062,22808
131,FAI,Fairbanks International,Fairbanks,AK,539.252942881995,546.703838116985,22805
132,BIL,Billings Logan International,Billings,MT,447.641075463172,453.826163185326,22581
133,AVL,Asheville Regional,Asheville,NC,387.156913592328,392.506287463636,22401
134,MFR,Rogue Valley International - Medford,Medford,OR,395.447102634994,400.911022622091,22228
135,PSC,Tri Cities,Pasco/Kennewick/Richland,WA,403.818382944489,409.397969491022,22059
136,TTN,Trenton Mercer,Trenton,NJ,198.378696439348,201.11970861839,21531
137,SBN,South Bend International,South Bend,IN,362.381074928239,367.388119321921,21456
138,MFE,McAllen Miller International,Mission/McAllen/Edinburg,TX,368.470480589081,373.561662722243,21252
139,PIA,General Downing - Peoria International,Peoria,IL,336.852670264235,341.506986923783,21051
140,MSO,Missoula International,Missoula,MT,409.366744014941,415.022992650402,19899
141,BTR,Baton Rouge Metropolitan/Ryan Field,Baton Rouge,LA,480.341342002337,486.978251570538,19237
142,VPS,Eglin AFB Destin Fort Walton Beach,Valparaiso,FL,529.785490496414,537.105573286525,18926
143,STT,Cyril E King,Charlotte Amalie,VI,390.705870348956,396.104280401403,18247
144,AMA,Rick Husband Amarillo International,Amarillo,TX,425.862792091073,431.746967764538,17907
145,CHO,Charlottesville Albemarle,Charlottesville,VA,473.147222618878,479.684730541633,17322
146,CRP,Corpus Christi International,Corpus Christi,TX,437.681911780644,443.729393048894,17211
147,TLH,Tallahassee International,Tallahassee,FL,539.232630384133,546.683244959934,16943
148,BIS,Bismarck Municipal,Bismarck/Mandan,ND,418.174553234332,423.95249997939,16942
149,DAB,Daytona Beach International,Daytona Beach,FL,393.418831168831,398.854726388698,16821
150,RDM,Roberts Field,Bend/Redmond,OR,408.621881263391,414.267838078659,16770
151,ATW,Appleton International,Appleton,WI,473.888052242287,480.435796259223,16595
152,SBA,Santa Barbara Municipal,Santa Barbara,CA,496.260062437284,503.116922067514,16389
153,ROA,Roanoke Blacksburg Regional Woodrum Field,Roanoke,VA,503.542193564542,510.499670904574,15888
154,AGS,Augusta Regional at Bush Field,Augusta,GA,458.686427767106,465.024129886522,15867
155,ECP,Northwest Florida Beaches International,Panama City,FL,458.88371434638,465.224142388117,15375
156,AVP,Wilkes Barre Scranton International,Scranton/Wilkes-Barre,PA,449.29231884058,455.500221906766,15025
157,SHV,Shreveport Regional,Shreveport,LA,459.104463437797,465.447941585008,14366
158,GRB,Green Bay Austin Straubel International,Green Bay,WI,573.289473684211,581.210654021058,14217
159,BQN,Rafael Hernandez,Aguadilla,PR,259.302214532872,262.885011178097,14112
160,BGR,Bangor International,Bangor,ME,411.880730806076,417.57171537103,14011
161,HRL,Valley International,Harlingen/San Benito,TX,344.285601577909,349.042619563871,13876
162,MOB,Mobile Regional,Mobile,AL,560.140750362956,567.880253879613,13570
163,FAY,Fayetteville Regional/Grannis Field,Fayetteville,NC,465.534790196525,471.967116613623,13142
164,JNU,Juneau International,Juneau,AK,458.599841451599,464.936347201901,12790
165,RAP,Rapid City Regional,Rapid City,SD,458.258775001946,464.590568213507,12481
166,BMI,Central Illinois Regional,Bloomington/Normal,IL,392.632951606945,398.057988274512,12413
167,PHF,Newport News/Williamsburg International,Newport News/Williamsburg,VA,458.69593844788,465.033771977031,11948
168,GNV,Gainesville Regional,Gainesville,FL,464.894673745504,471.318155629294,11901
169,GPT,Gulfport-Biloxi International,Gulfport/Biloxi,MS,479.662004475703,486.28952759028,11663
170,TRI,Tri-Cities Regional TN/VA,Bristol/Johnson City/Kingsport,TN,473.512531539109,480.055086960498,11492
171,CRW,Yeager,Charleston/Dunbar,WV,518.811422670585,525.979876006001,11365
172,EVV,Evansville Regional,Evansville,IN,521.440683535984,528.645465550755,11023
173,MLB,Melbourne International,Melbourne,FL,406.221012228867,411.833796070515,11020
174,LFT,Lafayette Regional Paul Fournet Field,Lafayette,LA,519.055627131489,526.227454656843,10953
175,FCA,Glacier Park International,Kalispell,MT,434.013074446287,440.009863135159,10876
176,GJT,Grand Junction Regional,Grand Junction,CO,482.885352012768,489.557412343362,10537
177,TVC,Cherry Capital,Traverse City,MI,573.83171994597,581.760392536947,10360
178,PBG,Plattsburgh International,Plattsburgh,NY,162.126243679661,164.366353209789,10291
179,LBE,Arnold Palmer Regional,Latrobe,PA,163.47294671167,165.731663730801,9776
180,GTF,Great Falls International,Great Falls,MT,369.315771496883,374.418633073023,9723
181,MRY,Monterey Regional,Monterey,CA,400.109730433911,405.638074272019,9538
182,SBP,San Luis County Regional,San Luis Obispo,CA,485.145406051688,491.848693705361,9385
183,SWF,Stewart International,Newburgh/Poughkeepsie,NY,366.892424995856,371.961803025665,9284
184,OAJ,Albert J Ellis,Jacksonville/Camp Lejeune,NC,455.195151887082,461.484614806023,9263
185,RFD,Chicago/Rockford International,Rockford,IL,130.869911601004,132.678150227464,9175
186,MOT,Minot International,Minot,ND,445.567079290733,451.723510464224,9127
187,ELM,Elmira/Corning Regional,Elmira/Corning,NY,385.243991112906,390.566934001917,8924
188,IAG,Niagara Falls International,Niagara Falls,NY,136.135732592909,138.016729432476,8821
189,LAN,Capital Region International,Lansing,MI,427.376455487302,433.281545552678,8812
190,MGM,Montgomery Regional,Montgomery,AL,526.496005723143,533.770637474467,8783
191,STS,Charles M. Schulz - Sonoma County,Santa Rosa,CA,282.70945102932,286.615667081296,8782
192,GFK,Grand Forks International,Grand Forks,ND,335.815609087348,340.455596600837,8760
193,AZO,Kalamazoo/Battle Creek International,Kalamazoo,MI,570.322415153907,578.202599437682,8707
194,DRO,Durango La Plata County,Durango,CO,487.479053772405,494.214585598154,8446
195,GRK,Robert Gray AAF,Killeen,TX,463.884125595412,470.293644665469,8311
196,LNK,Lincoln Airport,Lincoln,NE,507.595802398629,514.609288732483,8229
197,EYW,Key West International,Key West,FL,441.745510586974,447.849138881185,7737
198,IDA,Idaho Falls Regional,Idaho Falls,ID,435.618525896414,441.63749721909,7606
199,JAC,Jackson Hole,Jackson,WY,605.746050850008,614.115685959964,7290
200,SCE,University Park,State College,PA,575.345941787409,583.295536486372,6990
201,LCK,Rickenbacker International,Columbus,OH,90.3273176761434,91.5753764762785,6930
202,MBS,MBS International,Saginaw/Bay City/Midland,MI,537.511689030295,544.938525240299,6677
203,HTS,Tri-State/Milton J. Ferguson Field,Ashland,WV,224.52479338843,227.627067998661,6517
204,PSE,Mercedita,Ponce,PR,251.514629948365,254.989824998386,6468
205,BLV,Scott AFB/MidAmerica,Belleville,IL,103.430263157895,104.859366262642,6464
206,DLH,Duluth International,Duluth,MN,434.733470648816,440.740213101878,6439
207,EWN,Coastal Carolina Regional,New Bern/Morehead/Beaufort,NC,454.972111003728,461.258492151346,6315
208,TOL,Toledo Express,Toledo,OH,216.27400396886,219.26227685062,6306
209,CWA,Central Wisconsin,Mosinee,WI,520.198640046296,527.386260660205,6185
210,STX,Henry E. Rohlsen,Christiansted,VI,419.813169984686,425.613757610797,6124
211,BFL,Meadows Field,Bakersfield,CA,527.300921861282,534.586675194597,6053
212,LRD,Laredo International,Laredo,TX,355.647756653992,360.561766323047,6044
213,SPI,Abraham Lincoln Capital,Springfield,IL,323.58957864265,328.060638247287,6013
214,ASE,Aspen Pitkin County Sardy Field,Aspen,CO,687.731226018637,697.23365596832,5999
215,AEX,Alexandria International,Alexandria,LA,505.260426042604,512.241644319709,5854
216,HLN,Helena Regional,Helena,MT,545.896630496859,553.439322023452,5550
217,RST,Rochester International,Rochester,MN,440.237565334682,446.320358244973,5414
218,ERI,Erie International/Tom Ridge Field,Erie,PA,462.992792109256,469.389995562844,5306
219,MLU,Monroe Regional,Monroe,LA,496.79408,503.658318187854,5287
220,CMI,University of Illinois/Willard,Champaign/Urbana,IL,498.888299752563,505.781473919685,5230
221,GRI,Central Nebraska Regional,Grand Island,NE,230.903616976793,234.09402823404,5182
222,LSE,La Crosse Regional,La Crosse,WI,510.114785992218,517.16307729673,5172
223,KTN,Ketchikan International,Ketchikan,AK,477.397097053726,483.993325785693,5151
224,CPR,Casper/Natrona County International,Casper,WY,459.920650406504,466.275405865553,5016
225,SCK,Stockton Metropolitan,Stockton,CA,95.2112554112554,96.5267959171075,4986
226,ABI,Abilene Regional,Abilene,TX,458.2072055924,464.53828626586,4961
227,ITH,Ithaca Tompkins Regional,Ithaca/Cortland,NY,529.572312286689,536.889449578721,4818
228,LYH,Lynchburg Regional/Preston Glenn Field,Lynchburg,VA,517.789751318764,524.944088150398,4759
229,BRO,Brownsville South Padre Island International,Brownsville,TX,482.483200386754,489.149704160496,4591
230,FSM,Fort Smith Regional,Fort Smith,AR,505.635921346037,512.622327867738,4567
231,LWS,Lewiston Nez Perce County,Lewiston,ID,448.775582990398,454.976346281577,4470
232,ORH,Worcester Regional,Worcester,MA,276.688426793932,280.511449937316,4314
233,SGU,St George Regional,St. George,UT,363.83245094986,368.859549106486,4234
234,CLL,Easterwood Field,College Station/Bryan,TX,461.055181962025,467.425613322101,4178
235,BGM,Greater Binghamton/Edwin A. Link Field,Binghamton,NY,494.468179975679,501.300281041915,4061
236,YKM,Yakima Air Terminal/McAllister Field,Yakima,WA,435.363636363636,441.379085859996,4040
237,IFP,Laughlin/Bullhead International,Bullhead City,AZ,222.209638554217,225.279924509865,4012
238,COU,Columbia Regional,Columbia,MO,461.898977751052,468.281067895946,3887
239,ISN,Sloulin Field International,Williston,ND,716.013374630438,725.906580984976,3854
240,PVU,Provo Municipal,Provo,UT,81.3128898128898,82.4363956393249,3822
241,SBY,Salisbury-Ocean City/Wicomico Regional,Salisbury,MD,457.737199708809,464.061786278445,3750
242,YUM,Yuma MCAS/Yuma International,Yuma,AZ,440.944769085768,447.037333479235,3700
243,ACT,Waco Regional,Waco,TX,475.224343083788,481.79055072377,3602
244,BET,Bethel Airport,Bethel,AK,447.71155624037,453.8976178003,3569
245,MHK,Manhattan Regional,Manhattan/Ft. Riley,KS,486.908154971552,493.635798649057,3555
246,EAT,Pangborn Memorial,Wenatchee,WA,406.299460146078,411.913327908028,3448
247,SJT,San Angelo Regional/Mathis Field,San Angelo,TX,470.918973837948,477.425693893073,3349
248,YNG,Youngstown-Warren Regional,Youngstown/Warren,OH,101.665588285374,103.07030875527,3291
249,ACV,Arcata,Arcata/Eureka,CA,617.426252646436,625.957273913033,3279
250,TYR,Tyler Pounds Regional,Tyler,TX,467.795365352271,474.258926292756,3240
251,PUW,Pullman Moscow Regional,Pullman,WA,385.800875273523,391.131512669524,3188
252,SUN,Friedman Memorial,Sun Valley/Hailey/Ketchum,ID,502.44026635331,509.382518288796,3164
253,MTJ,Montrose Regional,Montrose/Delta,CO,536.479035250464,543.89160321172,3163
254,SIT,Sitka Rocky Gutierrez,Sitka,AK,447.760412827129,453.9471494419,3144
255,FLG,Flagstaff Pulliam,Flagstaff,AZ,456.776592977893,463.087906777842,3136
256,LCH,Lake Charles Regional,Lake Charles,LA,488.153100775194,494.897945955033,3036
257,FLO,Florence Regional,Florence,SC,419.65052631579,425.44886668307,2973
258,EGE,Eagle County Regional,Eagle,CO,635.349363507779,644.128029637656,2910
259,PGV,Pitt Greenville,Greenville,NC,447.328526481384,453.509295692624,2883
260,LAW,Lawton-Fort Sill Regional,Lawton/Fort Sill,OK,498.586037364798,505.475035151589,2791
261,PSM,Portsmouth International at Pease,Portsmouth,NH,111.148534201954,112.684281191921,2657
262,ALW,Walla Walla Regional,Walla Walla,WA,366.672074729597,371.738408164526,2633
263,ACK,Nantucket Memorial,Nantucket,MA,325.741607773852,330.242402113942,2561
264,SCC,Deadhorse Airport,Deadhorse,AK,475.172844480258,481.73834056047,2544
265,GUM,Guam International,Guam,TT,1485.80420766882,1506.3336672428,2543
266,SPS,Sheppard AFB/Wichita Falls Municipal,Wichita Falls,TX,449.286624203822,455.494448586818,2517
267,ROW,Roswell International Air Center,Roswell,NM,549.768138801262,557.364323226055,2478
268,MQT,Sawyer International,Marquette,MI,548.833256775379,556.416523870514,2469
269,VLD,Valdosta Regional,Valdosta,GA,614.788389513109,623.282963242219,2402
270,DHN,Dothan Regional,Dothan,AL,675.257723233178,684.587805931549,2342
271,ADQ,Kodiak Airport,Kodiak,AK,611.880597014925,620.334993573832,2338
272,PIH,Pocatello Regional,Pocatello,ID,459.974342527261,466.329839854059,2322
273,SAF,Santa Fe Municipal,Santa Fe,NM,488.579107891727,495.32983924138,2294
274,RDD,Redding Municipal,Redding,CA,484.563914780293,491.259167928823,2275
275,DBQ,Dubuque Regional,Dubuque,IA,462.083184257603,468.467819596547,2182
276,TWF,Joslin Field - Magic Valley Regional,Twin Falls,ID,421.117797695263,426.936411452747,2131
277,TXK,Texarkana Regional-Webb Field,Texarkana,AR,463.049225159526,469.447208352475,2044
278,SUX,Sioux Gateway/Col. Bud Day Field,Sioux City,IA,393.716195372751,399.156199294404,2003
279,COD,Yellowstone Regional,Cody,WY,475.236235595391,481.802607555028,1955
280,GTR,Golden Triangle Regional,Columbus,MS,626.88467614534,635.546385104065,1953
281,SMX,Santa Maria Public/Capt. G. Allan Hancock Field,Santa Maria,CA,426.494688221709,432.387594847747,1907
282,OTZ,Ralph Wien Memorial,Kotzebue,AK,517.640980735552,524.793261993741,1870
283,BRW,Wiley Post/Will Rogers Memorial,Barrow,AK,558.235584843493,565.948764556306,1848
284,ABY,Southwest Georgia Regional,Albany,GA,611.326838466373,619.773583705087,1831
285,CSG,Columbus Airport,Columbus,GA,591.172008547009,599.340273105755,1828
286,HDN,Yampa Valley,Hayden,CO,578.097592713077,586.08520716333,1813
287,OME,Nome Airport,Nome,AK,505.860370799537,512.849878554871,1767
288,HGR,Hagerstown Regional-Richard A. Henson Field,Hagerstown,MD,105.726247987118,107.187074873162,1697
289,BPT,Jack Brooks Regional,Beaumont/Port Arthur,TX,408.714469729498,414.361705846011,1688
290,PPG,Pago Pago International,Pago Pago,TT,1059.86519766688,1074.50942845925,1677
291,JLN,Joplin Regional,Joplin,MO,466.472396486826,472.917677874931,1647
292,GCK,Garden City Regional,Garden City,KS,470.964691046658,477.472042779621,1623
293,GCC,Gillette Campbell County,Gillette,WY,498.031850353893,504.913190900396,1621
294,ALO,Waterloo Regional,Waterloo,IA,448.309171597633,454.503490450317,1580
295,ABR,Aberdeen Regional,Aberdeen,SD,418.915362731152,424.703545292301,1562
296,BQK,Brunswick Golden Isles,Brunswick,GA,513.030911901082,520.11949551911,1558
297,HVN,Tweed New Haven,New Haven,CT,430.351720371382,436.297919877588,1547
298,BTM,Bert Mooney,Butte,MT,350.683404776485,355.528821652052,1545
299,MVY,Martha's Vineyard Airport,Martha's Vineyard,MA,332.720773759462,337.317999719023,1517
300,UST,Northeast Florida Regional,St. Augustine,FL,159.753045404208,161.960364289509,1513
301,BJI,Bemidji Regional,Bemidji,MN,412.953376205788,418.65918158647,1475
302,STC,St. Cloud Regional,St. Cloud,MN,198.683703703704,201.428930189227,1417
303,CMX,Houghton County Memorial,Hancock/Houghton,MI,466.85288966725,473.303428355965,1409
304,GGG,East Texas Regional,Longview,TX,455.480783176215,461.774192682447,1369
305,DUT,Unalaska Airport,Unalaska,AK,1029.99155145929,1044.22301601437,1349
306,CKB,North Central West Virginia,Clarksburg/Fairmont,WV,182.794649881983,185.320336211126,1318
307,CIU,Chippewa County International,Sault Ste. Marie,MI,558.068493150685,565.779364146014,1226
308,EAU,Chippewa Valley Regional,Eau Claire,WI,389.653416149068,395.037284368992,1219
309,PAH,Barkley Regional,Paducah,KY,381.611913357401,386.884671576677,1217
310,IPT,Williamsport Regional,Williamsport,PA,495.326805385557,502.170770138509,1185
311,ART,Watertown International,Watertown,NY,526.35406360424,533.626734131483,1170
311,BRD,Brainerd Lakes Regional,Brainerd,MN,418.146496815287,423.924055902861,1170
313,OWB,Owensboro Daviess County,Owensboro,KY,107.75458996328,109.243442590797,1160
314,MKG,Muskegon County,Muskegon,MI,387.631344612645,392.987273730197,1125
315,MEI,Key Field,Meridian,MS,508.913043478261,515.944730223282,1093
316,HHH,Hilton Head Airport,Hilton Head,SC,493.75,500.572177923805,1089
317,RHI,Rhinelander/Oneida County,Rhinelander,WI,408.826001955034,414.474779120027,1060
318,PLN,Pellston Regional Airport of Emmet County,Pellston,MI,670.69305019305,679.960062488091,1003
319,RKS,Rock Springs Sweetwater County,Rock Springs,WY,475.108002602472,481.672602757972,953
